group	artifact	claim_id	title	statement	status	status_raw	falsification	proof	dependencies	provenance	tags
paperbench	ftrl	C03	Imperfect cloning gap is a common and catastrophic instance of FPC	When the pre-trained agent is a perturbed version of an expert (e.g., trained by behavioral cloning from a superior rule-based agent), small policy imperfections cause distribution shift that prevents the agent from regularly visiting FAR states, leading to rapid forgetting. In NetHack, the pre-trained BC policy rarely visits levels beyond Level 1 despite the expert visiting many levels.	supported	supported	Pre-trained agents whose policies closely approximate an expert demonstrate no significant distribution shift from the expert and maintain FAR-state performance during fine-tuning.	[E01, E04]	C01		imperfect cloning gap, NetHack, behavioral cloning, distribution shift
paperbench	ftrl	C04	Knowledge retention methods (EWC, BC, KS, EM) mitigate FPC and improve fine-tuning performance	Applying standard knowledge retention techniques (EWC, behavioral cloning loss, kickstarting, or episodic memory) to the actor network during RL fine-tuning prevents catastrophic forgetting of FAR-state behavior and leads to significantly better final performance. Fine-tuning + KS on NetHack achieves 10,588 ± 672 points versus ~1K for vanilla fine-tuning and ~5,218 for the frozen pre-trained model.	supported	supported	Knowledge retention methods fail to prevent the decline of FAR-state performance metrics (Room 7 success rate, per-stage RoboticSequence success, Level 4 NetHack score) compared to vanilla fine-tuning.	[E01, E02, E03, E04]	C01, C02, C03		EWC, behavioral cloning, kickstarting, episodic memory, knowledge retention
paperbench	ftrl	C05	The choice of knowledge retention method depends on the type of FPC instance	Kickstarting (KS) is effective for imperfect cloning gap (NetHack) but fails for state coverage gap (Montezuma's Revenge, RoboticSequence) because it applies KL on online data and thus matches the pre-trained model on CLOSE states it was never trained on. Behavioral cloning (BC) succeeds for state coverage gap because it uses a static buffer from the pre-trained environment.	supported	supported	KS achieves competitive performance with BC on state coverage gap tasks (Montezuma's Revenge, RoboticSequence).	[E02, E03, E05]	C04		kickstarting, behavioral cloning, state coverage gap, imperfect cloning gap, method selection
paperbench	ftrl	C06	Forgetting is irreversible under vanilla fine-tuning — the re-learned policy is qualitatively different from the pre-trained one	After the fine-tuned agent eventually revisits FAR states, the policy it re-learns is qualitatively different from the pre-trained policy (log-likelihoods of pre-trained expert trajectories under the fine-tuned policy do not recover to original values), indicating that transfer benefits are permanently lost under vanilla fine-tuning.	supported	supported	Log-likelihood of pre-trained expert trajectories under the fine-tuned policy recovers to within 10% of original values after re-visiting FAR states.	[E06]	C01, C02		irreversibility, log-likelihood, representation shift, CKA
paperbench	lbcs	C01	LBCS achieves equal or better test accuracy with smaller coreset sizes than fixed-size baselines	On F-MNIST, SVHN, and CIFAR-10, LBCS with predefined size k consistently produces coresets strictly smaller than k, while achieving test accuracy ≥ the best fixed-size baseline (Uniform, EL2N, GraNd, Influential, Moderate, CCS, Probabilistic) at the same k.	supported	supported	LBCS produces a coreset of size ≥ k, or achieves lower test accuracy than all 7 baselines at the same k, across all datasets and all tested k values.	[E01, E02]	none		coreset-size, test-accuracy, comparison, F-MNIST, SVHN, CIFAR-10
paperbench	lbcs	C02	When evaluated at LBCS-determined coreset sizes, LBCS outperforms all baselines on test accuracy	Applying the coreset size found by LBCS to all baseline methods, LBCS still achieves the highest mean test accuracy on F-MNIST, SVHN, and CIFAR-10 for all k configurations.	supported	supported	Any baseline achieves higher mean test accuracy than LBCS at the LBCS-determined coreset size on any tested dataset/k combination.	[E02]	C01		fixed-size comparison, test-accuracy, F-MNIST, SVHN, CIFAR-10
paperbench	lbcs	C03	LBCS converges ε-optimally (ε-convergence theorem)	Under Conditions 1 (Progressable) and 2 (Stable Moving), LBCS satisfies P_{t→∞}[f2(mt) ≤ f*_2] = 1, where f*_2 = min_{m: f1(m) ≤ f*_1·(1+ε)} f2(m). That is, LBCS converges to the minimum achievable coreset size under the ε-relaxed accuracy constraint.	supported	supported	A counterexample to Theorem 2 is produced (a setting where Conditions 1 and 2 hold but the algorithm does not converge).	[E03]	none		convergence, theoretical, bilevel, lexicographic
paperbench	lbcs	C04	LBCS reduces model overfitting during coreset selection under imperfect supervision	On F-MNIST with 30% or 50% symmetric label noise, and with class-imbalanced data, LBCS achieves higher test accuracy than all 7 baselines across predefined coreset sizes k∈{1000,2000,3000,4000}. The ε-compromise prevents over-optimization of f1(m) and hence reduces the effect of label noise.	supported	supported	On noisy or imbalanced F-MNIST, at least one baseline achieves higher test accuracy than LBCS for some k.	[E04]	C03		label-noise, class-imbalance, overfitting, generalization, robustness
paperbench	lbcs	C05	LBCS scales to ImageNet-1k and reduces the effective selection ratio below the predefined ratio	On ImageNet-1k, LBCS at predefined ratios 70% and 80% achieves the highest Top-5 test accuracy among all methods and produces optimized selection ratios of 68.53% and 77.82% respectively.	supported	supported	LBCS does not achieve the top Top-5 accuracy, or the optimized ratio is ≥ the predefined ratio.	[E05]	C01		ImageNet, large-scale, scalability, Top-5, selection-ratio
paperbench	lca-on-the-line	C01	LCA-on-the-Line — ID LCA distance linearly predicts OOD accuracy across VMs and VLMs	The in-distribution LCA distance (using information content) on ImageNet strongly and linearly correlates with OOD Top-1 accuracy for both VMs and VLMs combined (R²>0.7, PEA>0.7) on all four severely shifted OOD datasets (ImageNet-S, ImageNet-R, ImageNet-A, ObjectNet), while in-distribution Top-1 accuracy fails to unify both families (R²≈0 on ImageNet-A for all 75 models combined).	supported	supported	If the Pearson correlation (|PEA|) between ID LCA distance and OOD Top-1 accuracy falls below 0.7 for any of the four severely shifted OOD datasets when evaluated on 75 mixed VM+VLM models, or if ID Top-1 accuracy shows comparable or higher correlation than LCA on those same datasets, this claim is refuted.	[E01]	None		LCA distance, OOD generalization, correlation, cross-modal evaluation, Accuracy-on-the-Line
paperbench	lca-on-the-line	C02	Latent hierarchies via K-means clustering provide robust LCA-based OOD predictors	Class taxonomies constructed from pretrained model features using 9-layer K-means clustering yield LCA distances that still correlate with OOD performance (mean PEA > 0.66 across 75 source models on ImageNet-S/R/A/ObjectNet), though slightly lower than WordNet-based LCA. This enables LCA evaluation on datasets without predefined hierarchies.	supported	supported	If the mean PEA between latent-hierarchy LCA distance and OOD Top-1 accuracy across 75 source models falls below 0.5 on more than one of the four severely shifted OOD datasets, or if the variance is so high that the minimum PEA falls below 0.3, this claim is refuted.	[E03]	C01		K-means, latent hierarchy, taxonomy construction, robustness
paperbench	lca-on-the-line	C03	LCA soft labels improve OOD generalization without sacrificing ID accuracy	Augmenting the standard cross-entropy loss with an auxiliary LCA soft label loss (and applying linear weight interpolation) consistently improves OOD Top-1 accuracy across all tested backbones (ResNet-18/50, ViT-B/L, ConvNext, Swin Transformer) on at least 3/4 severely shifted OOD datasets without reducing ID ImageNet Top-1 accuracy compared to cross-entropy-only baseline.	supported	supported	"If any backbone shows degraded OOD performance on 2 or more OOD datasets compared to the CE-only baseline when using the ""no ID accuracy drop"" setting, this claim is refuted. If ID accuracy consistently drops (>0.5%) when maintaining OOD improvements, this claim is weakened."	[E04]	C01		soft labels, linear probing, OOD generalization improvement, taxonomy alignment, weight interpolation
paperbench	lca-on-the-line	C04	Models with lower LCA distance (better mistakes) tend to generalize better to OOD data	In a controlled simulation with known data-generating processes, a model trained on hierarchy-supporting transferable causal features (lower LCA distance) achieves better OOD accuracy than a model trained on non-hierarchy-supporting confounding features (higher LCA distance), even when the confounding-feature model achieves better ID Top-1 accuracy. This provides causal justification for the LCA-OOD correlation.	supported	supported	In the simulation described in Appendix C, if the model using confounding features (model g) achieves equal or better OOD accuracy than the model using causal features (model f), this claim is refuted.	[E06]	C01		simulation, causal features, transferable features, confounding features
paperbench	lca-on-the-line	C05	Taxonomy-aligned prompt engineering for VLMs improves OOD generalization	"For zero-shot VLM prediction, providing the full hierarchical taxonomy relationship in the prompt (e.g., ""A, which is a type of B, which is a type of C"") significantly improves Top-1 accuracy and reduces cross-entropy loss on all tested OOD datasets compared to baseline prompts that only name the class, and outperforms partial hierarchy information (Stack Parent) or incorrect hierarchy information (Shuffle Parent)."	supported	supported	If the Taxonomy Parent prompt does not outperform Baseline (class-name only) on at least 4/5 datasets (including OOD), or if Shuffle Parent performs comparably to Taxonomy Parent, this claim is refuted.	[E05]	C01		prompt engineering, VLM, zero-shot, taxonomy alignment, CLIP
paperbench	mechanistic-understanding	C01	Toxicity is encoded in identifiable MLP value vectors in GPT2-medium	Value vectors in GPT2-medium's MLP blocks that have high cosine similarity with a linearly-trained toxicity probe (WToxic) promote toxic tokens when projected onto vocabulary space, and these vectors span a toxicity subspace recoverable via SVD.	supported	supported	If no value vector has cosine similarity with WToxic above a random baseline, or if subtracting such vectors does not reduce toxicity, the claim is refuted.	[E01, E02]	none		MLP value vectors, toxic probe, SVD, vocabulary projection, mechanistic interpretability
paperbench	mechanistic-understanding	C02	Subtracting toxic vectors from the residual stream reduces toxicity while preserving language quality	Subtracting WToxic, MLP.v19, or SVD.UToxic[0] from the residual stream at the last layer during generation reduces toxicity scores relative to the baseline GPT2, while maintaining comparable F1 and slightly increased but controlled perplexity.	supported	supported	If subtraction does not reduce toxicity score (Perspective API) below GPT2 baseline, or if perplexity increases more than observed for DPO, the claim is refuted.	[E02]	C01		intervention, residual stream, toxicity reduction, perplexity, F1
paperbench	mechanistic-understanding	C03	DPO does not remove toxic MLP vectors but learns a distributed residual-stream offset that bypasses them	After DPO fine-tuning, MLP.kToxic and MLP.vToxic are unchanged (cosine similarity >0.99); instead, GPT2DPO learns a distributed offset δx distributed across many value vectors in earlier MLP layers that shifts the residual stream out of the activation regions of toxic key vectors.	supported	supported	If toxic value vectors show cosine similarity <0.99 with their pre-DPO counterparts, or if residual streams in GPT2DPO still pass through toxic activation regions, the claim is refuted.	[E03, E04]	C01		DPO, bypass, residual stream offset, toxic regions, distributed learning
paperbench	mechanistic-understanding	C04	Every DPO weight change is minimal, with cosine similarity >0.99 and norm difference <1e-5	Every parameter (token embeddings, MLP blocks, attention heads) in GPT2 and GPT2DPO has pairwise cosine similarity greater than 0.99 and average norm difference less than 1e-5; the unembedding layer is the sole exception with norm difference less than 1e-3.	supported	supported	Any parameter with cosine similarity ≤0.99 or norm difference ≥1e-5 (or ≥1e-3 for unembedding) would refute this claim.	[E03]	none		parameter analysis, cosine similarity, norm difference, DPO, minimal change
paperbench	mechanistic-understanding	C05	The residual stream shift arises from sparse inactive neurons whose sign-flipped contributions accumulate in the δx direction	Because GPT2 uses GeLU activations and MLP neurons are predominantly inactive (negative activations) for RealToxicityPrompts inputs, the DPO-induced shift in value vectors (δMLP.v) is multiplied by small negative scalars, flipping direction, and collectively pushing the residual stream into the antipodal direction δx that avoids toxic regions.	supported	supported	If the majority of value-vector activations are positive, or if δMLP.v and δx are not predominantly negatively correlated as layers approach the toxic layer, the claim is refuted.	[E04]	C03, C04		GeLU, sparse neurons, antipodal shift, δx, mechanistic explanation
paperbench	mechanistic-understanding	C06	DPO alignment can be trivially reversed by scaling toxic key vectors by 10×	Scaling as few as 7 MLP key vectors with highest cosine similarity to WToxic by a factor of 10 is sufficient to expand their activation regions, causing the DPO-shifted residual stream to re-enter toxic regions, restoring toxicity to near-baseline GPT2 levels while leaving perplexity and F1 unchanged.	supported	supported	If scaling 7 key vectors by 10× does not restore toxicity to near GPT2 baseline, or if perplexity is substantially degraded, the claim is refuted.	[E05]	C03, C05		un-alignment, jailbreak, key vector scaling, activation region, robustness
paperbench	pinn	C01	Near-zero training loss is necessary for accurate PINN solutions	For PINNs, there is a monotone but nonlinear relationship between training loss and L2 relative error (L2RE): achieving acceptably low L2RE (e.g., <0.1) requires training loss to be in the range 10^-5 or smaller, depending on the PDE. Instances exist where loss ≈ 0 but L2RE ≈ 1 (trivial solutions).	supported	supported	A PINN achieving L2RE < 0.05 with training loss > 10^-3 would refute this claim.	[E01]	none		generalization, interpolation, loss-accuracy relationship
paperbench	pinn	C02	PINN loss is ill-conditioned with condition number >10^4	After training with Adam+L-BFGS for 41000 iterations, the Hessian of the PINN loss shows large outlier eigenvalues (>10^4 for convection, >10^3 for reaction, >10^5 for wave) and significant spectral density near 0, indicating ill-conditioning that impedes first-order optimizer convergence.	supported	supported	A PINN Hessian with condition number < 100 on these benchmark problems would refute this.	[E02]	none		ill-conditioning, Hessian, spectral density
paperbench	pinn	C03	Residual loss (differential operator term) is the dominant source of ill-conditioning	Among the three components of PINN loss (residual, initial condition, boundary condition), the residual component containing the differential operator D is the most ill-conditioned. This is both empirically observed and theoretically predicted.	supported	supported	Another component (IC or BC) having larger or equal maximum Hessian eigenvalue would refute this claim.	[E02]	C02		residual loss, differential operator, ill-conditioning
paperbench	pinn	C04	L-BFGS preconditioning reduces the condition number by ≥1000×	The L-BFGS preconditioned Hessian (H_k · H_L) has top eigenvalue reduced by at least 10^3 compared to the unpreconditioned Hessian, for all three studied PDEs and all individual loss components.	supported	supported	Preconditioned Hessian with top eigenvalue reduction < 100× on these problems would refute this.	[E02]	C02		preconditioning, L-BFGS, quasi-Newton
paperbench	pinn	C05	Adam+L-BFGS consistently outperforms Adam or L-BFGS alone	Across all tested network widths (50, 100, 200, 400) and all three PDEs, the Adam+L-BFGS combined strategy achieves the lowest minimum loss and L2RE. Specifically: 14.2× smaller L2RE than Adam on convection; 6.07× smaller L2RE than L-BFGS on wave.	supported	supported	Adam or L-BFGS alone achieving lower min loss/L2RE than all Adam+L-BFGS variants across any PDE-width combination (beyond the one noted exception on reaction) would weaken this claim.	[E03]	C02, C04		optimizer comparison, Adam, L-BFGS, combined method
paperbench	pinn	C06	NNCG further improves solutions where Adam+L-BFGS stalls	Running NNCG for 2000 iterations after Adam+L-BFGS reduces training loss by >10× and improves L2RE on all three PDEs. Gradient descent applied identically produces zero improvement. NNCG is 5–322× slower per-iteration than L-BFGS.	supported	supported	NNCG failing to reduce loss by >2× after 2000 steps on any problem would weaken this claim; GD achieving similar improvement would fully refute it.	[E04]	C02, C04, C05		NNCG, second-order optimizer, NystromPCG, Armijo
paperbench	pinn	C07	Ill-conditioned differential operators provably induce large PINN condition numbers	Theorem 8.4 shows that if the eigenvalues of A◦K∞(w*) satisfy λ_j = O(j^{-2α}) with α > 1/2, and √n_res = Ω(log(1/δ)), then κ_L(S) = Ω(n_res^α) with high probability. This bound grows polynomially with the number of residual points n_res (typically 10^3–10^4).	supported	supported	A polynomial eigenvalue decay setting where the condition number does not grow with n_res would refute this theorem.	[E05]	C02, C03		theory, condition number, PL-star, Gauss-Newton, operator theory
paperbench	rice	C01	RICE Achieves a Tighter Sub-Optimality Bound via Explanation-Guided Mixed Distribution	The RICE refining method, using MaskNet-identified critical states in a mixed initial distribution µ(s) = β·dˆπρ(s) + (1−β)ρ(s), achieves a tighter upper bound on the sub-optimality gap V^π*(ρ) − V^π′(ρ) than random-explanation-based mixed distribution.	supported	supported	If the distribution mismatch coefficient ||dπ*/dˆπρ||∞ is not smaller than ||dπ*/dπρ||∞, or if RICE's performance improvement over the random baseline is not statistically significant.	[E01, E03]	none		theory, sub-optimality, mixed distribution, StateMask
paperbench	rice	C02	RICE Outperforms All Baseline Refining Methods Across All 8 Environments	RICE (using optimized StateMask + mixed distribution + RND) achieves higher final reward than PPO fine-tuning, StateMask-R, and JSRL in all 8 benchmark environments (Hopper, Walker2d, Reacher, HalfCheetah, Selfish Mining, CAGE Challenge 2, Autonomous Driving, Malware Mutation).	supported	supported	Any environment where RICE does not achieve the highest final reward (mean) among all refining methods.	[E02]	C01		main result, refining, PPO, JSRL, StateMask-R, dense rewards
paperbench	rice	C03	Optimized StateMask Has Comparable Fidelity to Original StateMask with ~16.8% Faster Training	The simplified mask network (J(θ) = max η(π̄) + blinding bonus R′ = R + α·am_t, trained with vanilla PPO) achieves fidelity scores statistically comparable to original StateMask across all 8 environments and K ∈ {10%, 20%, 30%, 40%}, while reducing average mask network training time by 16.8%.	supported	supported	If fidelity scores differ significantly between the two methods, or if no time reduction is observed.	[E01]	none		explanation, fidelity, efficiency, StateMask, mask network
paperbench	rice	C04	Mixed Initial State Distribution (0 < p < 1) Outperforms Extremes (p=0 and p=1)	Setting p ∈ (0, 1) (mixing default initial states and critical states) achieves higher final reward than either p=0 (all default) or p=1 (all critical states), across all tested environments. Optimal p is 0.25 or 0.5 depending on the environment.	supported	supported	Any environment where p=0 or p=1 achieves performance comparable to or better than all intermediate p values.	[E05]	C01		hyperparameter, mixed distribution, overfitting prevention
paperbench	rice	C05	Exploration Bonus (λ > 0 via RND) Significantly Improves Refining	Any λ > 0 provides a noticeable improvement over λ = 0 (no exploration). The specific value of λ has lower sensitivity; λ = 0.01 yields the best performance in most environments.	supported	supported	λ = 0 achieves performance comparable to λ > 0, indicating exploration adds no benefit.	[E05]	C02		RND, exploration, hyperparameter, sensitivity
paperbench	rice	C06	RICE Generalizes to Non-PPO Pretrained Agents via GAIL Transfer	RICE can refine a pre-trained SAC agent (after GAIL imitation learning to obtain a PPO-compatible policy) and achieves higher reward than PPO fine-tuning, JSRL, StateMask-R, and SAC fine-tuning baselines in the Hopper environment.	supported	supported	RICE fails to outperform SAC fine-tuning or the other PPO-based baselines when applied to a GAIL-imitated SAC policy.	[E04]	C02		generalization, SAC, GAIL, algorithm-agnostic
paperbench	robust-clip	C01	FARE outperforms TeCoA in clean and robust LVLM performance	FARE2 and FARE4 vision encoders yield higher clean and robust (ℓ∞) performance than TeCoA2 and TeCoA4 respectively on average across COCO, Flickr30k, TextVQA, and VQAv2 tasks for both OpenFlamingo 9B and LLaVA-1.5 7B.	supported	supported	If TeCoA achieves equal or higher average performance than FARE (at matching training ε) on the LVLM task suite, the claim is refuted.	[E01]	C02		FARE, TeCoA, LVLM, robustness, clean performance, CIDEr, VQA
paperbench	robust-clip	C02	FARE-CLIP preserves the original CLIP embedding structure better than TeCoA	FARE fine-tuning results in significantly lower clean embedding distortion (||φ_FT(x) - φ_Org(x)||²₂) and lower adversarial embedding distortion compared to TeCoA at matching training radius, enabling drop-in replacement in LVLMs without retraining.	supported	supported	If TeCoA's clean or adversarial embedding loss is equal to or lower than FARE's, the claim is refuted.	[E06]	none		embedding preservation, FARE, TeCoA, embedding loss, drop-in replacement
paperbench	robust-clip	C03	FARE makes LVLMs fully robust against stealthy targeted ℓ∞ attacks	LLaVA-1.5 7B equipped with FARE4-CLIP achieves 0% targeted attack success rate for ε = 2/255 and ε = 4/255 across all 6 target captions (150 trials total). FARE2 achieves 0% at ε = 2/255 and 2.0% mean success rate at ε = 4/255.	supported	supported	If any targeted attack with ε ≤ 4/255 succeeds against FARE4-LLaVA, the claim is refuted.	[E02]	C01		targeted attacks, FARE4, robustness, LLaVA, stealthy attacks, imperceptible perturbations
paperbench	robust-clip	C04	FARE maintains better zero-shot classification performance than TeCoA on non-ImageNet datasets	FARE2-CLIP achieves 7.0% higher average clean zero-shot accuracy (67.0% vs 60.0%) and comparable adversarial accuracy (43.1% at ε=2/255 vs TeCoA2's 43.6%) than TeCoA2 on 13 non-ImageNet zero-shot datasets. FARE4 achieves 6.9% higher clean accuracy than TeCoA4 (61.1% vs 54.2%).	supported	supported	If TeCoA achieves equal or higher average clean accuracy than FARE on non-ImageNet datasets, the claim is refuted.	[E03]	C02		zero-shot classification, FARE, TeCoA, generalization, clean accuracy, robustness
paperbench	robust-clip	C05	FARE reduces LLaVA hallucination rate compared to TeCoA	LLaVA-1.5 7B with FARE2-CLIP achieves a mean POPE F1-score of 80.8 vs TeCoA2's 75.9. FARE4 achieves 76.3 vs TeCoA4's 72.2. FARE models are closer to the original CLIP (84.5).	supported	supported	If TeCoA achieves equal or higher mean POPE F1-score than FARE at matching training radius, the claim is refuted.	[E04]	C02		hallucination, POPE, FARE, TeCoA, LLaVA, embedding preservation
paperbench	robust-clip	C06	FARE preserves LLaVA's chain-of-thought reasoning ability better than TeCoA	LLaVA-1.5 7B with FARE2 achieves 63.4% SQA-I accuracy (2.3% above TeCoA2's 61.1%) and FARE4 achieves 62.3% (2.4% above TeCoA4's 59.9%). FARE2 is only 1.1% below the original CLIP (64.5%).	supported	supported	If TeCoA achieves equal or higher SQA-I accuracy than FARE at matching training radius, the claim is refuted.	[E04]	C02		SQA-I, chain-of-thought, reasoning, FARE, TeCoA, LLaVA
paperbench	robust-clip	C07	Transfer attacks between LVLMs sharing non-robust CLIP are effective, but fail with robust encoders	Adversarial COCO images (ε=4/255) generated against OF-CLIP transfer to LLaVA-CLIP with CIDEr score 25.5 (vs clean 115.5), and vice versa (LLaVA-CLIP adversarial transferred to OF: CIDEr 8.3 vs clean 79.7). With robust encoders (FARE2/FARE4), transfer attacks achieve near-clean performance.	supported	supported	If transfer attacks fail against the non-robust CLIP LVLMs, or if they succeed against FARE-equipped LVLMs, the claim is refuted.	[E01]	C01		transfer attacks, CLIP, FARE, OpenFlamingo, LLaVA, cross-model transfer
paperbench	sample-specific-masks	C01	Shared masks cause suboptimal per-sample performance in VR	A single shared binary mask used across all samples in visual reprogramming is not optimal for all individual samples simultaneously; different samples have different optimal mask placements, and training with a shared mask causes the loss of some individual samples to increase.	supported	supported	If every sample achieves equal or better classification confidence with the same mask type as with its individually-optimal mask, this claim is refuted. Equivalently, if the distribution of [final loss - initial loss] under shared-mask VR contains no positive values (all samples' loss decreases), this claim is refuted.	[E01]	none		shared-mask, generalization, sample-diversity, approximation-error
paperbench	sample-specific-masks	C02	SMM achieves strictly lower approximation error than shared-mask VR (theoretical)	The hypothesis space of SMM strictly contains the hypothesis space of shared-mask VR: Fshr(f'P) ⊆ Fsmm(f'P). By Theorem 4.2, this implies Errapx_DT(Fshr(f'P)) ≥ Errapx_DT(Fsmm(f'P)). SMM also has lower approximation error than sample-specific patterns without shared δ (Fsp ⊆ Fsmm).	supported	supported	Exhibit a distribution DT and pre-trained model fP for which Fshr(f'P) ⊄ Fsmm(f'P), or show Errapx(Fshr) < Errapx(Fsmm) for some DT.	[E02]	C01		approximation-error, PAC-learning, hypothesis-space, theoretical
paperbench	sample-specific-masks	C03	SMM outperforms all shared-mask baselines on ResNet-18 and ResNet-50 across most datasets	SMM achieves higher test accuracy than Pad, Narrow, Medium, and Full watermarking baselines for ResNet-18 on 10 out of 11 datasets (all except DTD) and for ResNet-50 on all 11 datasets. Average accuracy under SMM is higher than all baselines for both models.	supported	supported	If any other baseline matches or exceeds SMM in average accuracy across all 11 datasets for either ResNet model, this claim is refuted.	[E03]	C01, C02		empirical, ResNet, accuracy, benchmark
paperbench	sample-specific-masks	C04	SMM outperforms all shared-mask baselines on ViT-B32 across most datasets	SMM achieves substantially higher test accuracy than all baselines for ViT-B32 on most datasets, with average accuracy of 72.4% vs. best baseline 65.2% (Medium). Notable gains: Flowers102 (+21.8% over best baseline), Food101 (+15.4%), SUN397 (+7.3%).	supported	supported	If the average accuracy of SMM is not higher than Medium/Full/Narrow/Pad for ViT-B32 across the 11 datasets, this claim is refuted.	[E04]	C01, C02		empirical, ViT, accuracy, benchmark
paperbench	sample-specific-masks	C05	Three-channel masks outperform single-channel masks; both δ and fmask are necessary	Ablation shows (i) removing fmask (only δ) reduces accuracy on feature-rich datasets; (ii) removing δ (only fmask) reduces accuracy on large-data datasets; (iii) single-channel fmask^s is worse than three-channel especially on GTSRB and Flowers102. The combination of shared δ and three-channel fmask achieves the best average performance.	supported	supported	If single-channel SMM achieves equal or better average accuracy than three-channel SMM across the 11 datasets, this claim is refuted.	[E05]	C02		ablation, multi-channel, shared-pattern, sample-specific
paperbench	sample-specific-masks	C06	Patch-wise interpolation is more computationally efficient than bilinear or bicubic interpolation	Patch-wise interpolation requires 0.151×10^6 pixel accesses (vs 0.602×10^6 bilinear, 2.408×10^6 bicubic) and 0.026±0.004 s/batch (vs 0.062±0.001 bilinear, 0.195±0.013 bicubic) for ResNet-18/50. It does not require backpropagation through the interpolation step.	supported	supported	If bilinear or bicubic interpolation achieves fewer pixel accesses or lower batch time than patch-wise interpolation in the same experimental setup, this claim is refuted.	[E06]	none		efficiency, interpolation, patch-wise, gradient
paperbench	sapg	C01	PPO performance saturates with increasing parallel environments	Increasing the number of parallel environments beyond a certain threshold (approximately 25,000) yields no further improvement in PPO's asymptotic performance, due to redundant IID samples from a shared Gaussian policy.	supported	supported	A plot of PPO asymptotic performance vs. batch size that shows monotonically increasing performance up to 100,000 environments would refute this claim.	[E01]	none		PPO, batch-size scaling, data redundancy, IID sampling, performance saturation
paperbench	sapg	C02	SAPG achieves significantly higher asymptotic performance than PPO, DexPBT, and PQL on hard dexterous manipulation tasks	On the AllegroKuka task suite (Regrasping, Throw, Reorientation, Two Arms Reorientation) evaluated after 2×10¹⁰ environment steps, SAPG achieves 12–66% higher success rates than DexPBT and near-zero improvements over PPO and PQL which fail entirely on hard tasks.	supported	supported	DexPBT or PPO matching SAPG's success counts at 2e10 samples would refute this. Any method achieving ≥35 successes on Reorientation with λ_ent=0 would refute the entropy benefit claim.	[E02, E03]	C01		asymptotic performance, dexterous manipulation, AllegroKuka, hard tasks, SAPG vs baselines
paperbench	sapg	C03	Leader-follower aggregation outperforms symmetric aggregation for maintaining policy diversity	The asymmetric leader-follower scheme (only leader receives off-policy data) consistently outperforms the symmetric scheme (each policy updated with all others' data) because symmetric aggregation causes policy convergence, eliminating data diversity.	supported	supported	Symmetric SAPG matching or exceeding leader-follower SAPG on ≥3 of 5 tasks would refute this claim.	[E04]	C01, C02		leader-follower, symmetric aggregation, policy diversity, ablation
paperbench	sapg	C04	SAPG explores a more diverse state space than PPO during training	States visited by SAPG during training have higher intrinsic dimensionality (higher PCA reconstruction error for the same number of components) and are harder to compress with small autoencoders (higher MLP reconstruction error) compared to states visited by PPO.	supported	supported	PCA or MLP reconstruction error being equal or lower for SAPG vs PPO across the measured range of components/hidden-layer sizes would refute this claim.	[E05]	C01		exploration diversity, state coverage, PCA, MLP reconstruction, data diversity
paperbench	sapg	C05	Off-policy data from followers is essential for SAPG's performance gains	Removing the off-policy update (running multiple policies independently without aggregation) significantly degrades performance compared to full SAPG on most tasks; the off-policy component is not merely decorative.	supported	supported	The no-off-policy ablation matching full SAPG performance on ≥3 tasks would refute this.	[E04]	C02		off-policy correction, importance sampling, ablation, data aggregation
paperbench	sapg	C06	Entropy regularization of followers improves performance on harder exploration tasks	Adding an entropy loss (H(π(a|s))) to follower policies with coefficient σ = 0.005 improves SAPG performance on the AllegroKuka Reorientation task (up to 16.5% over σ=0) but provides marginal or negative benefit on simpler tasks (AllegroHand, Regrasping, Throw).	supported	supported	σ=0 matching σ=0.005 on Reorientation, or σ=0.005 outperforming σ=0 on AllegroHand and Throw would refute the selective benefit claim.	[E04, E06]	C02, C03		entropy regularization, exploration, diversity, hyperparameter sensitivity, follower policy
paperbench	self-composing-policies	C01	Linear Parameter Growth	The total number of parameters in CompoNet grows as O(n) with respect to the number of tasks n, because each self-composing policy module has a constant number of parameters independent of n (six linear transformations and a feed-forward block whose sizes depend only on fixed hyperparameters d_enc, d_model, |A|).	supported	supported	Demonstrating that adding a new module requires increasing the size of any weight matrix as a function of n, or that total parameter count follows a super-linear curve.	[E04]	none		scalability, parameter-growth, memory
paperbench	self-composing-policies	C02	Superior Performance and Forward Transfer	CompoNet achieves strictly higher or equal average performance P(T) and forward transfer FTr on all three task sequences (Meta-World, SpaceInvaders, Freeway) compared to all five baselines (Baseline, FT-1, FT-N, ProgressiveNet, PackNet), as reported in Table 1.	supported	supported	Any baseline method achieving higher mean performance or forward transfer than CompoNet on any of the three sequences with 10 random seeds.	[E01, E02, E03]	C03		performance, forward-transfer, benchmark
paperbench	self-composing-policies	C03	Three-Scenario Robustness	CompoNet correctly handles all three task-relatedness scenarios: (i) when a previous policy solves the current task, the output attention head assigns high attention to it; (ii) when a function over previous policies can help, the module learns that function; (iii) when no previous policy is relevant, the internal policy overwrites the attention output and learns from scratch without interference.	supported	supported	In scenario (i), the output attention head failing to assign dominant attention to the relevant prior module; in scenario (iii), CompoNet performing significantly worse than a baseline trained from scratch.	[E03]	none		knowledge-reuse, interference-robustness, attention
